bordindx,st1st2, milemark, lat, long, st1, st2,
74 ,MI-WI ,36.09 ,46.272 ,89.8 ,26 ,55 ,
74 ,MI-WI ,121.06 ,45.921 ,88.103 ,26 ,55 ,
74 ,MI-WI ,128.85 ,45.81 ,88.131 ,26 ,55 ,
74 ,MI-WI ,147.69 ,45.685 ,87.783 ,26 ,55 ,
74 ,MI-WI ,171.1 ,45.353 ,87.884 ,26 ,55 ,
74 ,MI-WI ,182.05 ,45.369 ,87.66 ,26 ,55 ,
74 ,MI-WI ,195.94 ,45.175 ,87.735 ,26 ,55 ,
74 ,MI-WI ,205.06 ,45.096 ,87.585 ,26 ,55 ,
75 ,MN-ND ,0 ,45.935 ,96.562 ,27 ,38 ,
75 ,MN-ND ,26.34 ,46.316 ,96.596 ,27 ,38 ,
75 ,MN-ND ,54.9 ,46.709 ,96.788 ,27 ,38 ,
75 ,MN-ND ,55.7 ,46.72 ,96.785 ,27 ,38 ,
75 ,MN-ND ,116.35 ,47.598 ,96.851 ,27 ,38 ,
75 ,MN-ND ,156.35 ,48.143 ,97.146 ,27 ,38 ,
75 ,MN-ND ,185.32 ,48.563 ,97.174 ,27 ,38 ,
75 ,MN-ND ,194.61 ,48.686 ,97.094 ,27 ,38 ,
75 ,MN-ND ,217.12 ,49 ,97.229 ,27 ,38 ,
76 ,MN-SD ,0 ,43.5 ,96.453 ,27 ,46 ,
76 ,MN-SD ,124.3 ,45.301 ,96.453 ,27 ,46 ,
76 ,MN-SD ,152.95 ,45.606 ,96.857 ,27 ,46 ,
76 ,MN-SD ,172.5 ,45.817 ,96.585 ,27 ,46 ,
76 ,MN-SD ,180.76 ,45.935 ,96.562 ,27 ,46 ,
77 ,MN-WI ,0 ,46.711 ,92.007 ,27 ,55 ,
77 ,MN-WI ,13.87 ,46.664 ,92.291 ,27 ,55 ,
77 ,MN-WI ,54.59 ,46.074 ,92.293 ,27 ,55 ,
77 ,MN-WI ,78.33 ,45.891 ,92.712 ,27 ,55 ,
77 ,MN-WI ,93.16 ,45.707 ,92.87 ,27 ,55 ,
77 ,MN-WI ,102.35 ,45.574 ,92.882 ,27 ,55 ,
77 ,MN-WI ,117.13 ,45.438 ,92.645 ,27 ,55 ,
77 ,MN-WI ,128.89 ,45.289 ,92.761 ,27 ,55 ,
77 ,MN-WI ,166.05 ,44.751 ,92.808 ,27 ,55 ,
77 ,MN-WI ,183.92 ,44.569 ,92.549 ,27 ,55 ,
77 ,MN-WI ,216.07 ,44.363 ,91.965 ,27 ,55 ,
77 ,MN-WI ,228.15 ,44.2 ,91.875 ,27 ,55 ,
77 ,MN-WI ,254.27 ,43.996 ,91.431 ,27 ,55 ,
77 ,MN-WI ,272.08 ,43.776 ,91.245 ,27 ,55 ,
77 ,MN-WI ,291.15 ,43.501 ,91.217 ,27 ,55 ,
78 ,MO-NE ,0 ,40.585 ,95.765 ,29 ,31 ,
78 ,MO-NE ,6.77 ,40.538 ,95.652 ,29 ,31 ,
78 ,MO-NE ,22.43 ,40.311 ,95.656 ,29 ,31 ,
78 ,MO-NE ,33.03 ,40.242 ,95.477 ,29 ,31 ,
78 ,MO-NE ,47.32 ,40.041 ,95.415 ,29 ,31 ,
78 ,MO-NE ,53.64 ,40 ,95.307 ,29 ,31 ,
79 ,MO-OK ,0 ,36.998 ,94.618 ,29 ,40 ,
79 ,MO-OK ,34.43 ,36.499 ,94.617 ,29 ,40 ,
80 ,MO-TN ,0 ,36.001 ,89.733 ,29 ,47 ,
80 ,MO-TN ,12.11 ,36.134 ,89.592 ,29 ,47 ,
80 ,MO-TN ,22.06 ,36.25 ,89.698 ,29 ,47 ,
80 ,MO-TN ,31.05 ,36.25 ,89.537 ,29 ,47 ,
80 ,MO-TN ,37.87 ,36.323 ,89.62 ,29 ,47 ,
80 ,MO-TN ,44.19 ,36.356 ,89.514 ,29 ,47 ,
80 ,MO-TN ,54.09 ,36.498 ,89.539 ,29 ,47 ,
80 ,MO-TN ,57.08 ,36.497 ,89.485 ,29 ,47 ,
80 ,MO-TN ,60.86 ,36.499 ,89.417 ,29 ,47 ,
81 ,MS-TN ,0 ,34.995 ,90.308 ,28 ,47 ,
81 ,MS-TN ,119.18 ,34.995 ,88.2 ,28 ,47 ,
82 ,MT-ND ,0 ,45.944 ,104.045 ,30 ,38 ,
82 ,MT-ND ,210.84 ,49 ,104.047 ,30 ,38 ,
83 ,MT-SD ,0 ,45.944 ,104.045 ,30 ,46 ,
83 ,MT-SD ,65.31 ,44.998 ,104.057 ,30 ,46 ,
84 ,MT-WY ,0 ,44.475 ,111.052 ,30 ,56 ,
84 ,MT-WY ,36.25 ,45.001 ,111.054 ,30 ,56 ,
84 ,MT-WY ,377.65 ,44.998 ,104.057 ,30 ,56 ,
85 ,NC-SC ,0 ,35 ,83.108 ,37 ,45 ,
85 ,NC-SC ,42.9 ,35.215 ,82.394 ,37 ,45 ,
85 ,NC-SC ,119.88 ,35.149 ,81.032 ,37 ,45 ,
85 ,NC-SC ,126.94 ,35.047 ,81.043 ,37 ,45 ,
85 ,NC-SC ,134.28 ,35.107 ,80.935 ,37 ,45 ,
85 ,NC-SC ,148.98 ,34.935 ,80.782 ,37 ,45 ,
85 ,NC-SC ,157.01 ,34.819 ,80.797 ,37 ,45 ,
85 ,NC-SC ,220.61 ,34.804 ,79.675 ,37 ,45 ,
85 ,NC-SC ,312.22 ,33.856 ,78.556 ,37 ,45 ,
86 ,NC-TN ,0 ,36.588 ,81.677 ,37 ,47 ,
86 ,NC-TN ,17.35 ,36.338 ,81.706 ,37 ,47 ,
86 ,NC-TN ,28.84 ,36.301 ,81.908 ,37 ,47 ,
86 ,NC-TN ,43.14 ,36.12 ,82.033 ,37 ,47 ,
86 ,NC-TN ,61.03 ,36.116 ,82.354 ,37 ,47 ,
86 ,NC-TN ,77.08 ,35.955 ,82.561 ,37 ,47 ,
86 ,NC-TN ,85.79 ,36.065 ,82.638 ,37 ,47 ,
86 ,NC-TN ,102.53 ,35.944 ,82.898 ,37 ,47 ,
86 ,NC-TN ,115.49 ,35.773 ,82.993 ,37 ,47 ,
86 ,NC-TN ,147.43 ,35.562 ,83.499 ,37 ,47 ,
86 ,NC-TN ,169.08 ,35.518 ,83.881 ,37 ,47 ,
86 ,NC-TN ,188.32 ,35.274 ,84.046 ,37 ,47 ,
86 ,NC-TN ,202.47 ,35.225 ,84.29 ,37 ,47 ,
86 ,NC-TN ,218.94 ,34.988 ,84.322 ,37 ,47 ,
87 ,NC-VA ,0 ,36.588 ,81.677 ,37 ,51 ,
87 ,NC-VA ,140.81 ,36.542 ,79.138 ,37 ,51 ,
87 ,NC-VA ,153.07 ,36.542 ,78.917 ,37 ,51 ,
87 ,NC-VA ,305.83 ,36.55 ,76.161 ,37 ,51 ,
87 ,NC-VA ,306.09 ,36.55 ,76.156 ,37 ,51 ,
87 ,NC-VA ,312.79 ,36.55 ,76.035 ,37 ,51 ,
87 ,NC-VA ,314.41 ,36.55 ,76.006 ,37 ,51 ,
87 ,NC-VA ,315.42 ,36.55 ,75.988 ,37 ,51 ,
87 ,NC-VA ,320.63 ,36.55 ,75.894 ,37 ,51 ,
87 ,NC-VA ,321.17 ,36.55 ,75.884 ,37 ,51 ,
87 ,NC-VA ,325.68 ,36.55 ,75.966 ,37 ,51 ,
87 ,NC-VA ,327.68 ,36.55 ,75.929 ,37 ,51 ,
88 ,ND-SD ,0 ,45.935 ,96.562 ,38 ,46 ,
88 ,ND-SD ,359 ,45.944 ,104.045 ,38 ,46 ,
89 ,NE-SD ,0 ,43.002 ,104.056 ,31 ,46 ,
89 ,NE-SD ,280.44 ,42.998 ,98.499 ,31 ,46 ,
89 ,NE-SD ,309.95 ,42.762 ,98.013 ,31 ,46 ,
89 ,NE-SD ,319.61 ,42.858 ,97.874 ,31 ,46 ,
89 ,NE-SD ,352.1 ,42.851 ,97.232 ,31 ,46 ,
89 ,NE-SD ,399.41 ,42.489 ,96.443 ,31 ,46 ,
90 ,NE-WY ,0 ,41.001 ,104.053 ,31 ,56 ,
90 ,NE-WY ,138.01 ,43.002 ,104.056 ,31 ,56 ,
91 ,NH-VT ,0 ,45.013 ,71.502 ,33 ,50 ,
91 ,NH-VT ,19.12 ,44.752 ,71.632 ,33 ,50 ,
91 ,NH-VT ,31.4 ,44.588 ,71.535 ,33 ,50 ,
91 ,NH-VT ,37.5 ,44.506 ,71.58 ,33 ,50 ,
91 ,NH-VT ,63.3 ,44.319 ,72.032 ,33 ,50 ,
91 ,NH-VT ,79.7 ,44.081 ,72.033 ,33 ,50 ,
91 ,NH-VT ,118.76 ,43.574 ,72.38 ,33 ,50 ,
91 ,NH-VT ,158.15 ,43.005 ,72.445 ,33 ,50 ,
91 ,NH-VT ,168.88 ,42.872 ,72.555 ,33 ,50 ,
91 ,NH-VT ,180.04 ,42.727 ,72.459 ,33 ,50 ,
92 ,NJ-NY ,0 ,41.003 ,73.908 ,34 ,36 ,
92 ,NJ-NY ,5.96 ,40.917 ,73.918 ,34 ,36 ,
92 ,NJ-NY ,8.54 ,40.882 ,73.934 ,34 ,36 ,
92 ,NJ-NY ,28.81 ,40.644 ,74.161 ,34 ,36 ,
92 ,NJ-NY ,40.04 ,40.499 ,74.259 ,34 ,36 ,
92 ,NJ-NY ,103.4 ,41.357 ,74.695 ,34 ,36 ,
93 ,NJ-PA ,0 ,39.802 ,75.415 ,34 ,42 ,
93 ,NJ-PA ,4.79 ,39.844 ,75.343 ,34 ,42 ,
93 ,NJ-PA ,5.08 ,39.846 ,75.339 ,34 ,42 ,
93 ,NJ-PA ,15.56 ,39.884 ,75.147 ,34 ,42 ,
93 ,NJ-PA ,38.59 ,40.114 ,74.831 ,34 ,42 ,
93 ,NJ-PA ,38.95 ,40.119 ,74.829 ,34 ,42 ,
93 ,NJ-PA ,45.29 ,40.163 ,74.724 ,34 ,42 ,
93 ,NJ-PA ,69.3 ,40.412 ,75.044 ,34 ,42 ,
93 ,NJ-PA ,69.74 ,40.415 ,75.051 ,34 ,42 ,
93 ,NJ-PA ,78.36 ,40.54 ,75.068 ,34 ,42 ,
93 ,NJ-PA ,86.97 ,40.613 ,75.201 ,34 ,42 ,
93 ,NJ-PA ,96.42 ,40.75 ,75.197 ,34 ,42 ,
93 ,NJ-PA ,107.63 ,40.869 ,75.051 ,34 ,42 ,
93 ,NJ-PA ,116.74 ,40.986 ,75.132 ,34 ,42 ,
93 ,NJ-PA ,150.89 ,41.357 ,74.695 ,34 ,42 ,
94 ,NM-OK ,0 ,37 ,103.001 ,35 ,40 ,
94 ,NM-OK ,34.47 ,36.5 ,103.001 ,35 ,40 ,
95 ,NM-TX ,0 ,31.784 ,106.528 ,35 ,48 ,
95 ,NM-TX ,8.58 ,31.869 ,106.634 ,35 ,48 ,
95 ,NM-TX ,17.69 ,32 ,106.618 ,35 ,48 ,
95 ,NM-TX ,225.65 ,32 ,103.064 ,35 ,48 ,
95 ,NM-TX ,536.17 ,36.5 ,103.001 ,35 ,48 ,
96 ,NM-UT ,0 ,36.999 ,109.044 ,35 ,49 ,
97 ,NV-OR ,0 ,41.995 ,119.998 ,32 ,41 ,
97 ,NV-OR ,152.47 ,42.002 ,117.024 ,32 ,41 ,
98 ,NV-UT ,0 ,37 ,114.049 ,32 ,49 ,
98 ,NV-UT ,344.58 ,41.994 ,114.04 ,32 ,49 ,
99 ,NY-PA ,0 ,41.357 ,74.695 ,36 ,42 ,
99 ,NY-PA ,17.19 ,41.481 ,74.984 ,36 ,42 ,
99 ,NY-PA ,40.44 ,41.812 ,75.071 ,36 ,42 ,
99 ,NY-PA ,50.87 ,41.864 ,75.261 ,36 ,42 ,
99 ,NY-PA ,61.95 ,42.006 ,75.363 ,36 ,42 ,
99 ,NY-PA ,287.47 ,41.999 ,79.761 ,36 ,42 ,
99 ,NY-PA ,306.13 ,42.269 ,79.762 ,36 ,42 ,
100 ,NY-VT ,0 ,42.746 ,73.265 ,36 ,50 ,
100 ,NY-VT ,54.33 ,43.533 ,73.242 ,36 ,50 ,
100 ,NY-VT ,61.51 ,43.627 ,73.304 ,36 ,50 ,
100 ,NY-VT ,68.41 ,43.588 ,73.431 ,36 ,50 ,
100 ,NY-VT ,80.26 ,43.752 ,73.363 ,36 ,50 ,
101 ,OH-PA ,0 ,41.977 ,80.519 ,39 ,42 ,
101 ,OH-PA ,92.39 ,40.638 ,80.519 ,39 ,42 ,
102 ,OH-WV ,0 ,38.421 ,82.594 ,39 ,54 ,
102 ,OH-WV ,14.43 ,38.445 ,82.328 ,39 ,54 ,
102 ,OH-WV ,25.08 ,38.593 ,82.274 ,39 ,54 ,
102 ,OH-WV ,25.45 ,38.596 ,82.268 ,39 ,54 ,
102 ,OH-WV ,30.42 ,38.605 ,82.176 ,39 ,54 ,
102 ,OH-WV ,43.26 ,38.787 ,82.221 ,39 ,54 ,
102 ,OH-WV ,62.38 ,39.025 ,82.037 ,39 ,54 ,
102 ,OH-WV ,75.11 ,38.875 ,81.899 ,39 ,54 ,
102 ,OH-WV ,83.01 ,38.923 ,81.766 ,39 ,54 ,
102 ,OH-WV ,93.99 ,39.077 ,81.814 ,39 ,54 ,
102 ,OH-WV ,108.82 ,39.268 ,81.686 ,39 ,54 ,
102 ,OH-WV ,115 ,39.268 ,81.57 ,39 ,54 ,
102 ,OH-WV ,126.58 ,39.41 ,81.453 ,39 ,54 ,
102 ,OH-WV ,132.88 ,39.342 ,81.375 ,39 ,54 ,
102 ,OH-WV ,141.89 ,39.387 ,81.217 ,39 ,54 ,
102 ,OH-WV ,166.24 ,39.625 ,80.878 ,39 ,54 ,
102 ,OH-WV ,215.92 ,40.313 ,80.602 ,39 ,54 ,
102 ,OH-WV ,234.89 ,40.584 ,80.667 ,39 ,54 ,
102 ,OH-WV ,243.52 ,40.638 ,80.519 ,39 ,54 ,
103 ,OK-TX ,0 ,33.637 ,94.485 ,40 ,48 ,
103 ,OK-TX ,47.95 ,33.961 ,95.227 ,40 ,48 ,
103 ,OK-TX ,54.73 ,33.873 ,95.28 ,40 ,48 ,
103 ,OK-TX ,73.61 ,33.939 ,95.6 ,40 ,48 ,
103 ,OK-TX ,85.59 ,33.845 ,95.776 ,40 ,48 ,
103 ,OK-TX ,106.88 ,33.838 ,96.147 ,40 ,48 ,
103 ,OK-TX ,122.59 ,33.687 ,96.352 ,40 ,48 ,
103 ,OK-TX ,141.61 ,33.843 ,96.625 ,40 ,48 ,
103 ,OK-TX ,145.71 ,33.894 ,96.587 ,40 ,48 ,
103 ,OK-TX ,156.64 ,33.823 ,96.758 ,40 ,48 ,
103 ,OK-TX ,172.47 ,33.955 ,96.985 ,40 ,48 ,
103 ,OK-TX ,190.97 ,33.718 ,97.135 ,40 ,48 ,
103 ,OK-TX ,205.31 ,33.914 ,97.218 ,40 ,48 ,
103 ,OK-TX ,218.98 ,33.819 ,97.427 ,40 ,48 ,
103 ,OK-TX ,237.18 ,33.991 ,97.669 ,40 ,48 ,
103 ,OK-TX ,250.69 ,33.856 ,97.84 ,40 ,48 ,
103 ,OK-TX ,258.33 ,33.881 ,97.97 ,40 ,48 ,
103 ,OK-TX ,265.93 ,33.989 ,97.946 ,40 ,48 ,
103 ,OK-TX ,274.36 ,34.011 ,98.091 ,40 ,48 ,
103 ,OK-TX ,284.28 ,34.153 ,98.117 ,40 ,48 ,
103 ,OK-TX ,297.57 ,34.148 ,98.35 ,40 ,48 ,
103 ,OK-TX ,306.42 ,34.057 ,98.458 ,40 ,48 ,
103 ,OK-TX ,318.61 ,34.161 ,98.631 ,40 ,48 ,
103 ,OK-TX ,325.69 ,34.114 ,98.741 ,40 ,48 ,
103 ,OK-TX ,351.96 ,34.213 ,99.186 ,40 ,48 ,
103 ,OK-TX ,371.26 ,34.453 ,99.361 ,40 ,48 ,
103 ,OK-TX ,377.25 ,34.373 ,99.405 ,40 ,48 ,
103 ,OK-TX ,394.65 ,34.381 ,99.71 ,40 ,48 ,
103 ,OK-TX ,415.04 ,34.557 ,99.998 ,40 ,48 ,
103 ,OK-TX ,549.06 ,36.5 ,100.003 ,40 ,48 ,
103 ,OK-TX ,715.36 ,36.5 ,103.001 ,40 ,48 ,
104 ,OR-WA ,0 ,45.995 ,116.914 ,41 ,53 ,
104 ,OR-WA ,99.25 ,46 ,118.985 ,41 ,53 ,
104 ,OR-WA ,170.59 ,45.699 ,120.401 ,41 ,53 ,
104 ,OR-WA ,182.22 ,45.746 ,120.633 ,41 ,53 ,
104 ,OR-WA ,210.4 ,45.606 ,121.182 ,41 ,53 ,
104 ,OR-WA ,220.45 ,45.705 ,121.336 ,41 ,53 ,
104 ,OR-WA ,243.25 ,45.707 ,121.809 ,41 ,53 ,
104 ,OR-WA ,269.28 ,45.544 ,122.295 ,41 ,53 ,
104 ,OR-WA ,293.15 ,45.657 ,122.762 ,41 ,53 ,
104 ,OR-WA ,323.31 ,46.084 ,122.902 ,41 ,53 ,
104 ,OR-WA ,339.69 ,46.161 ,123.226 ,41 ,53 ,
104 ,OR-WA ,350.16 ,46.224 ,123.426 ,41 ,53 ,
104 ,OR-WA ,361.83 ,46.262 ,123.664 ,41 ,53 ,
104 ,OR-WA ,379.36 ,46.298 ,124.028 ,41 ,53 ,
104 ,OR-WA ,381.52 ,46.267 ,124.034 ,41 ,53 ,
104 ,OR-WA ,384.58 ,46.267 ,123.97 ,41 ,53 ,
104 ,OR-WA ,385.78 ,46.256 ,123.951 ,41 ,53 ,
105 ,PA-WV ,0 ,40.638 ,80.519 ,42 ,54 ,
105 ,PA-WV ,63.29 ,39.721 ,80.519 ,42 ,54 ,
105 ,PA-WV ,118.6 ,39.721 ,79.477 ,42 ,54 ,
106 ,SD-WY ,0 ,43.002 ,104.056 ,46 ,56 ,
106 ,SD-WY ,137.74 ,44.998 ,104.057 ,46 ,56 ,
107 ,TN-VA ,0 ,36.588 ,81.677 ,47 ,51 ,
107 ,TN-VA ,110.67 ,36.601 ,83.675 ,47 ,51 ,
108 ,UT-WY ,0 ,41 ,109.049 ,49 ,56 ,
108 ,UT-WY ,103.98 ,41 ,111.045 ,49 ,56 ,
108 ,UT-WY ,173.09 ,42.001 ,111.045 ,49 ,56 ,
109 ,VA-WV ,0 ,39.321 ,77.719 ,51 ,54 ,
109 ,VA-WV ,14.3 ,39.132 ,77.828 ,51 ,54 ,
109 ,VA-WV ,50.27 ,39.465 ,78.347 ,51 ,54 ,
109 ,VA-WV ,71.14 ,39.166 ,78.405 ,51 ,54 ,
109 ,VA-WV ,108.56 ,38.762 ,78.869 ,51 ,54 ,
109 ,VA-WV ,117.63 ,38.846 ,78.999 ,51 ,54 ,
109 ,VA-WV ,150.66 ,38.421 ,79.28 ,51 ,54 ,
109 ,VA-WV ,173.76 ,38.591 ,79.649 ,51 ,54 ,
109 ,VA-WV ,197.06 ,38.271 ,79.788 ,51 ,54 ,
109 ,VA-WV ,246.23 ,37.689 ,80.307 ,51 ,54 ,
109 ,VA-WV ,252.57 ,37.627 ,80.221 ,51 ,54 ,
109 ,VA-WV ,261.89 ,37.508 ,80.299 ,51 ,54 ,
109 ,VA-WV ,272.6 ,37.426 ,80.466 ,51 ,54 ,
109 ,VA-WV ,294.17 ,37.429 ,80.859 ,51 ,54 ,
109 ,VA-WV ,302.15 ,37.317 ,80.896 ,51 ,54 ,
109 ,VA-WV ,321.1 ,37.234 ,81.225 ,51 ,54 ,
109 ,VA-WV ,331.43 ,37.337 ,81.362 ,51 ,54 ,
109 ,VA-WV ,351.14 ,37.201 ,81.677 ,51 ,54 ,
109 ,VA-WV ,368.63 ,37.359 ,81.927 ,51 ,54 ,
109 ,VA-WV ,381.21 ,37.538 ,81.968 ,51 ,54 ,
